lpermno,datadate,fyear,BE,MKTV.end.of.current.fiscal.year,MKTV.end.of.subsequent.fiscal.year,MKTV.june.of.current.fiscal.year,FF.49
79545,31/12/2012,2012,3172,8382.18994,12722.65596,7517.53226,23 Autos
79545,31/12/2013,2013,3641.9,12722.65596,12494.2013,9955.3217,23 Autos
79545,31/12/2014,2014,3663,12494.2013,9689.78835,14903.86818,23 Autos
79547,31/12/2010,2010,4890.186,14777.02165,16916.75187,11781.70488,48 Fin
79547,31/12/2011,2011,5469.015,16916.75187,18229.32225,17679,48 Fin
79547,31/12/2012,2012,7239.813,18229.32225,18694.51857,18746.91264,48 Fin
79547,31/12/2013,2013,10457.201,18694.51857,26032.15792,20910.71542,48 Fin
79547,31/12/2014,2014,10318.456,26032.15792,29720.13658,22752.324,48 Fin
79588,30/09/2014,2014,3661.617,21456.72807,13423.93624,20263.20593,3 Soda
79637,31/12/2014,2014,4018.16,10200.42806,10896.2931,8761.5612,11 Hlth
79879,30/06/2010,2010,917.2,3139.81424,2401.2,2124.3084,35 Hardw
79879,30/06/2011,2011,1074,2401.2,3124.764,3714.44696,35 Hardw
79879,30/06/2012,2012,1043.5,3124.764,3025.505,2507.769,35 Hardw
79881,31/01/2011,2010,1411.548,5874.41564,3974.20712,5817.13728,43 Rtail
79881,31/01/2012,2011,1066.268,3974.20712,5743.05696,4567.47825,43 Rtail
79881,31/01/2013,2012,1354.588,5743.05696,5465.201,3995.28031,43 Rtail
79881,31/01/2014,2013,1694.17,5465.201,4624.65372,5909.7257,43 Rtail
79881,31/01/2015,2014,1327.969,4624.65372,2669.05275,4894.83546,43 Rtail
79915,31/12/2010,2010,4063,9653.79836,5078.38254,6517.87514,30 Oil
79915,31/12/2011,2011,4871,5078.38254,3621.29872,9146.9895,30 Oil
79915,31/12/2012,2012,3714,3621.29872,3352.70949,3951.22248,30 Oil
79915,31/12/2013,2013,4098,3352.70949,3721.65048,3235.80494,30 Oil
79915,31/12/2014,2014,5377,3721.65048,5320.69472,6026.228,30 Oil
80080,31/12/2010,2010,1911,6064.52224,5373.75762,3860.54264,14 Chems
80080,31/12/2011,2011,2080,5373.75762,10436.62435,7251.76729,14 Chems
80080,31/12/2012,2012,3034,10436.62435,12421.344,6948.13854,14 Chems
80080,31/12/2013,2013,4292,12421.344,11267.25822,10852.81018,14 Chems
80080,31/12/2014,2014,4456,11267.25822,10032.52608,13202.86515,14 Chems
80100,31/12/2010,2010,4790.933,29145.5955,37887.98748,23644.7305,48 Fin
80100,31/12/2011,2011,4609.819,37887.98748,48908.61948,34099.90609,48 Fin
80100,31/12/2012,2012,5870.756,48908.61948,47251.61424,47212.76762,48 Fin
80100,31/12/2013,2013,5809.559,47251.61424,56596.51002,49003.20768,48 Fin
80100,31/12/2014,2014,5053.33,56596.51002,60163.23592,51655.04828,48 Fin
80204,31/12/2014,2014,5085.749,7421.2264,9033.53778,6106.12405,28 Mines
80266,31/03/2011,2010,601.164,1805.24332,1484.415,1833.73446,35 Hardw
80286,31/12/2014,2014,1293.561,10749.62924,11476.152,8334.5356,43 Rtail
80303,31/12/2010,2010,644.7,1800.58541,910.86324,1310.10336,19 Steel
80381,31/12/2010,2010,3310.618,9598.82675,12417.71015,7748.30945,48 Fin
80381,31/12/2011,2011,4394.741,12417.71015,15214.28272,11211.50193,48 Fin
80381,31/12/2012,2012,6837.215,15214.28272,15300.49899,13490.40096,48 Fin
80381,31/12/2013,2013,8596.132,15300.49899,21568.78712,17454.6558,48 Fin
80381,31/12/2014,2014,9046.405,21568.78712,25203.16201,18429.10371,48 Fin
80399,31/12/2013,2013,3358.749,8276.4006,13174.27586,8383.31403,48 Fin
80399,31/12/2014,2014,5640.12,13174.27586,12775.48632,9391.25775,48 Fin
80681,31/12/2014,2014,5948.872,13210.41784,15809.43935,11559.46374,48 Fin
80711,31/12/2010,2010,388.441,3024.15856,2770.18556,2263.11332,48 Fin
80711,31/12/2011,2011,248.629,2770.18556,3938.4477,3051.0903,48 Fin
80711,31/12/2012,2012,846.525,3938.4477,3780.68356,3599.09856,48 Fin
80711,31/12/2013,2013,898.557,3780.68356,5431.51575,4383.01624,48 Fin
80711,31/12/2014,2014,1040.935,5431.51575,6261.65272,4714.647,48 Fin
81055,31/12/2010,2010,26541,19446.77056,19439.74033,18398.3605,45 Banks
81055,31/12/2011,2011,29666,19439.74033,33696.95412,23734.25281,45 Banks
81055,31/12/2012,2012,40499,33696.95412,44169.87855,31721.54838,45 Banks
81055,31/12/2013,2013,41744,44169.87855,45895.40605,36691.27803,45 Banks
81055,31/12/2014,2014,45053,45895.40605,38403.0081,47212.508,45 Banks
81061,31/03/2011,2010,7220,17810.57394,19131.65751,17457.97336,42 Whlsl
81061,31/03/2012,2011,6919,19131.65751,22886.4384,20584.17375,42 Whlsl
81061,31/03/2013,2012,7348,22886.4384,37075.3531,22142.53125,42 Whlsl
81061,31/03/2014,2013,9805,37075.3531,48134.06556,26161.7615,42 Whlsl
81061,31/03/2015,2014,8860,48134.06556,45384.39807,43124.93485,42 Whlsl
81138,31/08/2010,2010,1394.925,5634.0383,6782.71783,6245.38338,33 PerSv
81138,31/08/2011,2011,1266.764,6782.71783,2344.37888,5996.43408,33 PerSv
81138,31/08/2012,2012,944.259,2344.37888,3065.63184,4085.851,33 PerSv
81481,31/01/2012,2011,1344.6,9892.16775,9215.47536,8146.09374,43 Rtail
81481,31/01/2013,2012,1667.3,9215.47536,11740.66348,12479.2328,43 Rtail
81481,31/01/2014,2013,1170.7,11740.66348,14473.92852,11379.72056,43 Rtail
81481,31/01/2015,2014,1785,14473.92852,18130.94712,11263.1449,43 Rtail
81540,30/09/2010,2010,2954.297,9394.15724,9607.77617,8970.01,42 Whlsl
81540,30/09/2011,2011,2866.858,9607.77617,10167.85368,11342.0682,42 Whlsl
81540,30/09/2012,2012,2456.712,10167.85368,16279.78833,9954.09405,42 Whlsl
81540,30/09/2013,2013,2319.745,16279.78833,19717.27072,12891.53781,42 Whlsl
81540,30/09/2014,2014,1956.899,19717.27072,21326.19843,16409.5344,42 Whlsl
81655,31/05/2011,2010,2281.6,6376.212,6008.53792,5462.11575,44 Meals
81655,31/05/2012,2011,2154.9,6008.53792,5796.31749,6788.7568,44 Meals
81655,31/05/2013,2012,2415.9,5796.31749,7098.98216,6513.75202,44 Meals
81655,31/05/2014,2013,2443,7098.98216,7272.81698,6552.90976,44 Meals
81655,31/05/2015,2014,2675.3,7272.81698,8154.76596,6121.10457,44 Meals
81774,31/12/2010,2010,15377,56562.39,34873.64569,25519.08888,28 Mines
81774,31/12/2011,2011,18897,34873.64569,32468.8644,50104.4995,28 Mines
81774,31/12/2012,2012,21033,32468.8644,39179.9697,32336.34805,28 Mines
81774,31/12/2013,2013,28344,39179.9697,24273.79648,28659.18,28 Mines
81774,31/12/2014,2014,24685,24273.79648,7825.2399,37913.061,28 Mines
81776,31/12/2010,2010,2251.7,2560.83928,908.03604,2246.87008,22 ElcEq
81857,31/12/2010,2010,4488.1,12305.47464,12061.43719,7941.41652,21 Mach
81857,31/12/2011,2011,4891.9,12061.43719,13929.47244,12322.40783,21 Mach
81857,31/12/2012,2012,5697.8,13929.47244,14160.46063,10519.13132,21 Mach
81857,31/12/2013,2013,6128.7,14160.46063,9862.4277,15170.49336,21 Mach
81857,31/12/2014,2014,4748,9862.4277,12078.468,13825.56948,21 Mach
81910,31/12/2010,2010,8493.6,11117.06736,9060.48955,7379.80353,48 Fin
81910,31/12/2011,2011,8393.1,9060.48955,11585.05578,10812.4848,48 Fin
81910,31/12/2012,2012,8628.2,11585.05578,16135.392,10129.772,48 Fin
81910,31/12/2013,2013,8716.2,16135.392,17026.32256,14139.7746,48 Fin
81910,31/12/2014,2014,8630.8,17026.32256,14190.89976,16333.5945,48 Fin
82196,31/12/2010,2010,5928.699,7629.87211,5913.5224,5844.97608,30 Oil
82196,31/12/2011,2011,6725.074,5913.5224,6269.3352,8037.74,30 Oil
82196,31/12/2012,2012,7268.341,6269.3352,6024.70027,5902.50996,30 Oil
82196,31/12/2013,2013,7700.7,6024.70027,2866.33719,6463.2178,30 Oil
82196,31/12/2014,2014,8398.698,2866.33719,709.34724,6492.1051,30 Oil
82298,31/12/2010,2010,4403.97,9296.73549,7682.63202,8646.02694,30 Oil
82298,31/12/2011,2011,4869.878,7682.63202,9448.4788,9788.89107,30 Oil
82298,31/12/2012,2012,5067.34,9448.4788,7913.8722,8220.72564,30 Oil
82298,31/12/2013,2013,5162.799,7913.8722,5034.70308,9564.21765,30 Oil
82298,31/12/2014,2014,4981.957,5034.70308,2894.0549,6806.2582,30 Oil
82307,31/12/2010,2010,2399.858,6754.428,7088.235,6487.516,11 Hlth
82307,31/12/2011,2011,2564.173,7088.235,10544.562,8271.255,11 Hlth
82307,31/12/2012,2012,4469.885,10544.562,13478.799,9233.90062,11 Hlth
82307,31/12/2013,2013,5244.898,13478.799,16276.526,12775.808,11 Hlth
82307,31/12/2014,2014,6061.214,16276.526,14709.5071,15490.944,11 Hlth
82598,30/04/2011,2010,3844.8,19863.80808,13362.55713,12858.59302,35 Hardw
82598,30/04/2012,2011,4356.2,13362.55713,12020.4282,19637.16846,35 Hardw
82598,30/04/2013,2012,4717.5,12020.4282,14021.25252,11854.60464,35 Hardw
82598,30/04/2014,2013,3786.5,14021.25252,12919.67485,13642.77358,35 Hardw
82598,30/04/2015,2014,3414.1,12919.67485,7823.697,11814.18348,35 Hardw
82618,31/12/2010,2010,5819.834,11791.98972,11935.98392,9675.30067,35 Hardw
82618,31/12/2011,2011,7108.62,11935.98392,10502.292,9892.438,35 Hardw
82618,31/12/2012,2012,7292.573,10502.292,15892.02714,8811.5616,35 Hardw
82618,31/12/2013,2013,6971.354,15892.02714,21138.49914,14687.829,35 Hardw
82618,31/12/2014,2014,6677.562,21138.49914,15418.97892,23416.23447,35 Hardw
82642,30/06/2010,2010,1948.4,9607.0929,13096.17504,6763.55999,9 Hshld
82642,30/06/2011,2011,2629.4,13096.17504,14211.84148,12658.88017,9 Hshld
82642,30/06/2012,2012,2733.2,14211.84148,18018.427,12823.95048,9 Hshld
82642,30/06/2013,2013,3286.9,18018.427,17634.0516,15711.59799,9 Hshld
82642,30/06/2014,2014,3854.9,17634.0516,19600.21868,17382.0382,9 Hshld
82643,31/12/2010,2010,1407.6,2735.59848,2486.864,2592.92106,35 Hardw
82643,31/12/2011,2011,1413.4,2486.864,1497.6102,2318.21128,35 Hardw
82651,31/12/2010,2010,1068.797,7097.2543,6635.39835,6013.5415,38 LabEq
82651,31/12/2011,2011,1226.578,6635.39835,7575.43248,8773.51786,38 LabEq
82651,31/12/2012,2012,1467.357,7575.43248,8513,7062.65784,38 LabEq
82651,31/12/2013,2013,1781.173,8513,9386.87072,8573.0844,38 LabEq
82651,31/12/2014,2014,1912.663,9386.87072,10990.34112,8855.25872,38 LabEq
82686,31/12/2010,2010,2552.991,12826.1909,11268.23544,7820.61593,36 Softw
82686,31/12/2011,2011,2730.49,11268.23544,12227.76204,15041.68,36 Softw
82686,31/12/2012,2012,3141.533,12227.76204,11593.02925,15673.52862,36 Softw
82686,31/12/2013,2013,3332.934,11593.02925,10257.5088,11274.46332,36 Softw
82686,31/12/2014,2014,2182.367,10257.5088,11636.25605,10267.26975,36 Softw
82775,31/12/2010,2010,19736,11775.89109,7243.275,9824.32581,46 Insur
82775,31/12/2011,2011,22335,7243.275,9790.75152,11741.87538,46 Insur
82775,31/12/2012,2012,21872,9790.75152,16197.81709,7772.44995,46 Insur
82775,31/12/2013,2013,18905,16197.81709,17988.44289,14096.08788,46 Insur
82775,31/12/2014,2014,18720,17988.44289,17801.6506,16103.47052,46 Insur
83111,31/12/2012,2012,1990.677,18250.33434,26172.3011,19151.5938,13 Drugs
83111,31/12/2013,2013,2483.32,26172.3011,36831.33168,18008.56864,13 Drugs
83111,31/12/2014,2014,3309.064,36831.33168,43042.16525,30922.03125,13 Drugs
83143,31/12/2010,2010,2437.485,5005.22629,5717.0344,4566.07308,48 Fin
83143,31/12/2011,2011,1753.046,5717.0344,5885.68275,6841.5221,48 Fin
83143,31/12/2012,2012,1548.52,5885.68275,5803.4663,5642.752,48 Fin
83143,31/12/2013,2013,1391.806,5803.4663,8110.13346,5073.64887,48 Fin
83143,31/12/2014,2014,911.013,8110.13346,5703.24253,6804.8402,48 Fin
83421,31/12/2010,2010,2256.239,1610.49772,2057.4288,1827.86612,2 Food
83421,31/12/2011,2011,189.141,2057.4288,3058.19683,2247.72903,2 Food
83421,31/12/2012,2012,678.696,3058.19683,1622.80476,3142.05203,2 Food
83435,31/12/2010,2010,12757.14,21765.94268,19577.77137,18844.30872,36 Softw
83435,31/12/2011,2011,12948.914,19577.77137,22193.1367,18989.68448,36 Softw
83435,31/12/2012,2012,14571.51,22193.1367,41019.82872,18903.34701,36 Softw
83435,31/12/2013,2013,13247.4,41019.82872,47319.68738,26764.60598,36 Softw
83435,31/12/2014,2014,38741.837,47319.68738,31561.47832,34978.27353,36 Softw
83699,31/12/2010,2010,1243.2,3095.38932,2624.1964,3158.30209,19 Steel
83699,31/12/2011,2011,1293.5,2624.1964,2890.27362,3300.78768,19 Steel
83862,31/12/2010,2010,4052.445,3533.456,2271.52928,2603.2368,48 Fin
83862,31/12/2011,2011,4927.95,2271.52928,2560.7203,3860.3292,48 Fin
83862,31/12/2012,2012,4904.47,2560.7203,5643.69148,2297.35764,48 Fin
83862,31/12/2013,2013,4855.925,5643.69148,7016.316615,3632.16666,48 Fin
83862,31/12/2014,2014,5375,7016.316615,8635.1694,6137.48562,48 Fin
83906,31/12/2010,2010,1271.072,6897.78264,6599.51232,5599.2204,49 Other
83906,31/12/2011,2011,1511.899,6599.51232,8020.96064,7668.59776,49 Other
83906,31/12/2012,2012,1901.573,8020.96064,9932.535,7835.85993,49 Other
83906,31/12/2013,2013,2146.58,9932.535,11126.59472,9488.25603,49 Other
83906,31/12/2014,2014,2326.655,11126.59472,10233.2718,10036.56868,49 Other
83976,31/01/2011,2010,1924.299,5062.56498,4198.33524,2707.13421,43 Rtail
83976,31/01/2012,2011,1866.579,4198.33524,3816.63711,5866.67564,43 Rtail
83976,31/01/2013,2012,1818.268,3816.63711,2514.29109,2818.35942,43 Rtail
84032,31/12/2010,2010,17633,28220.45375,28817.08557,13856.92526,21 Mach
84032,31/12/2011,2011,19471,28817.08557,29178.95675,33088.85217,21 Mach
84032,31/12/2012,2012,22236,29178.95675,34046.793,27465.23016,21 Mach
84032,31/12/2013,2013,24522,34046.793,28215.51422,29439.6609,21 Mach
84032,31/12/2014,2014,22664,28215.51422,12583.80052,35332.1028,21 Mach
84129,31/12/2010,2010,4591.607,4428.85632,2997.7178,3738.74967,45 Banks
84129,31/12/2011,2011,4607.748,2997.7178,3941.8586,4425.30711,45 Banks
84129,31/12/2012,2012,4923.767,3941.8586,5532.95288,3575.57156,45 Banks
84129,31/12/2013,2013,5460.593,5532.95288,5787.95765,5333.91804,45 Banks
84129,31/12/2014,2014,6365.519,5787.95765,5580.5841,5455.28011,45 Banks
84342,31/12/2010,2010,1145.836,3072.75068,1021.60604,1469.298,36 Softw
84373,31/12/2010,2010,4226.381,9174.9,9159.48754,8955.06633,11 Hlth
84373,31/12/2011,2011,3876.985,9159.48754,9263.06536,9299.3259,11 Hlth
84373,31/12/2012,2012,4350.028,9263.06536,7786.16158,9503.135,11 Hlth
84373,31/12/2013,2013,4140,7786.16158,9692.45004,9581.29827,11 Hlth
84373,31/12/2014,2014,4505,9692.45004,10197.919,8479.82465,11 Hlth
84381,30/09/2010,2010,1460.4,10197.30542,10445.17331,6999.98855,22 ElcEq
84381,30/09/2011,2011,1748,10445.17331,11730.79931,12520.16208,22 ElcEq
84381,30/09/2012,2012,1851.7,11730.79931,16401.1988,9428.4135,22 ElcEq
84381,30/09/2013,2013,2585.5,16401.1988,15083.2792,11611.24926,22 ElcEq
84381,30/09/2014,2014,2658.1,15083.2792,13522.86929,17327.90136,22 ElcEq
84769,31/12/2010,2010,2320.855,9216.02136,7522.89321,6817.12256,37 Chips
84769,31/12/2011,2011,2171.769,7522.89321,10374.1274,9510.60845,37 Chips
84769,31/12/2012,2012,2429.959,10374.1274,14115.49958,8897.75396,37 Chips
84769,31/12/2013,2013,2859.509,14115.49958,16652.31165,12413.03616,37 Chips
84769,31/12/2014,2014,2907.4,16652.31165,16100.47203,15138.67492,37 Chips
84788,31/12/2010,2010,6864,81180,78760.50455,48948.48,43 Rtail
84788,31/12/2011,2011,7757,78760.50455,113894.98,92838.46454,43 Rtail
84788,31/12/2012,2012,8192,113894.98,183044.6146,103214.2045,43 Rtail
84788,31/12/2013,2013,10317,183044.6146,144121.579,126904.33,43 Rtail
84788,31/12/2014,2014,11762,144121.579,318344.1947,150048.36,43 Rtail
85058,31/12/2010,2010,4372.643,12063.1266,14725.7604,9917.54412,48 Fin
85058,31/12/2011,2011,4865.998,14725.7604,15983.44698,15456.47136,48 Fin
85058,31/12/2012,2012,5097.065,15983.44698,15344.46523,16235.45155,48 Fin
85058,31/12/2013,2013,5541.153,15344.46523,19702.439,16005.91626,48 Fin
85058,31/12/2014,2014,5497.298,19702.439,19587.08304,18086.38538,48 Fin
85072,31/03/2011,2010,3346.1,7124.50252,8464.02784,4810.6176,10 Clths
85072,31/03/2012,2011,3687.7,8464.02784,9093.24768,8172.88691,10 Clths
85072,31/03/2013,2012,3814.3,9093.24768,10675.24623,8666.49262,10 Clths
85072,31/03/2014,2013,4115,10675.24623,11373.26784,10601.09419,10 Clths
85072,31/03/2015,2014,3978,11373.26784,6556.47324,9888.70191,10 Clths
85257,31/12/2013,2013,3694.676,12891.19318,12943.45379,10301.4882,38 LabEq
85257,31/12/2014,2014,3857.946,12943.45379,12748.14997,12824.38856,38 LabEq
85269,31/12/2010,2010,19555,13090.79832,11782.25335,10167.25848,30 Oil
85269,31/12/2011,2011,21440,11782.25335,18886.7848,14581.2925,30 Oil
85269,31/12/2012,2012,23892,18886.7848,27193.9248,13351.8588,30 Oil
85269,31/12/2013,2013,26061,27193.9248,25801.6275,18962.37582,30 Oil
85269,31/12/2014,2014,27284,25801.6275,34047.07713,26734.5624,30 Oil
85348,31/12/2010,2010,1627,22984.0452,27173.86896,18248.81856,44 Meals
85348,31/12/2011,2011,1868,27173.86896,30000.1176,25717.86584,44 Meals
85348,31/12/2012,2012,2301,30000.1176,33671.47691,29669.21078,44 Meals
85348,31/12/2013,2013,2304,33671.47691,31871.36505,31191.76692,44 Meals
85348,31/12/2014,2014,1587,31871.36505,31502.2281,35840.056,44 Meals
85459,31/12/2010,2010,1204.068,13315.38912,11404.91298,9238.89208,41 Trans
85459,31/12/2011,2011,1249.316,11404.91298,10199.09294,13057.4808,41 Trans
85459,31/12/2012,2012,1549.485,10199.09294,8763.99495,9491.8101,41 Trans
85459,31/12/2013,2013,1010.342,8763.99495,10968.23962,8994.79047,41 Trans
85459,31/12/2014,2014,1113.976,10968.23962,8897.0791,9423.37775,41 Trans
85592,31/12/2011,2011,13079.439,13128.64236,16835.06289,16285.19424,48 Fin
85592,31/12/2012,2012,12486.817,16835.06289,18427.8518,15299.02554,48 Fin
85592,31/12/2013,2013,13611.101,18427.8518,21514.52667,18793.00928,48 Fin
85592,31/12/2014,2014,13897.274,21514.52667,22503.42812,20537.23399,48 Fin
85593,31/12/2014,2014,3118.7,11794.81408,8632.95058,11354.71685,48 Fin
85631,31/01/2011,2010,1609.3,8686.489,6851.547,5587.96476,36 Softw
85631,31/01/2012,2011,1882.9,6851.547,7936.075,8870.3958,36 Softw
85631,31/01/2013,2012,2043.2,7936.075,11351.9664,8040.702,36 Softw
85631,31/01/2014,2013,2261.5,11351.9664,13664.91126,7616.136,36 Softw
85631,31/01/2015,2014,2219.2,13664.91126,13728.93039,12825.26602,36 Softw
85663,31/12/2014,2014,3490,10181.41408,6733.74312,10187.19183,34 BusSv
85753,31/12/2010,2010,986.126,5643.28512,5694.55384,4643.8074,36 Softw
85753,31/12/2011,2011,237.42,5694.55384,5954.67744,5566.00408,36 Softw
85753,31/12/2012,2012,377.591,5954.67744,7994.02072,6825.98119,36 Softw
85753,31/12/2013,2013,-423.558,7994.02072,6751.764,6436.44386,36 Softw
85753,31/12/2014,2014,-883.466,6751.764,9615.88992,6149.71833,36 Softw
85792,31/12/2010,2010,3577.755,4206.5064,4442.06496,4346.63915,18 Cnstr
85792,31/12/2011,2011,3615.596,4442.06496,6026.04135,4277.1682,18 Cnstr
85792,31/12/2012,2012,3991.598,6026.04135,6702.0816,5033.61468,18 Cnstr
85792,31/12/2013,2013,4478.444,6702.0816,6031.85296,5541.80886,18 Cnstr
85792,31/12/2014,2014,4814.989,6031.85296,3095.8605,7381.4468,18 Cnstr
85913,31/12/2010,2010,1608,15130.7373,9775.62542,10818.28008,44 Meals
85913,31/12/2011,2011,-766,9775.62542,11760.1758,12754.11228,44 Meals
85913,31/12/2012,2012,-1267,11760.1758,14549.80987,12975.4352,44 Meals
85913,31/12/2013,2013,-1401,14549.80987,21578.57226,12398.8381,44 Meals
85913,31/12/2014,2014,-2184,21578.57226,16993.43328,18633.87,44 Meals
85914,28/02/2011,2010,6670,13641.96789,8258.93463,14223.29932,43 Rtail
85914,29/02/2012,2011,3761,8258.93463,3989.50395,12209.63238,43 Rtail
85914,31/01/2013,2012,3071,3989.50395,13798.79904,7124.36688,43 Rtail
85914,31/01/2014,2013,4007,13798.79904,13672.6248,9288.01851,43 Rtail
85914,31/01/2015,2014,5006,13672.6248,10435.824,10816.41204,43 Rtail
85926,31/12/2010,2010,2412.6,4063.856,3304.35442,3144.78784,15 Rubbr
85926,31/12/2011,2011,3489.5,3304.35442,3405.94014,3811.49106,15 Rubbr
85926,31/12/2012,2012,1916.3,3405.94014,6679.62255,2996.85768,15 Rubbr
85926,31/12/2013,2013,1667.7,6679.62255,8959.43394,4690.34405,15 Rubbr
85926,31/12/2014,2014,1324.3,8959.43394,8805.1104,7355.94675,15 Rubbr
85963,31/12/2010,2010,5860.763,21108.685,14445.12,14780.451,37 Chips
85963,31/12/2011,2011,6601,14445.12,17202.78,16180.84,37 Chips
85963,31/12/2012,2012,7884,17202.78,15741.495,17116.32,37 Chips
85963,31/12/2013,2013,8406,15741.495,23831.5,17877.555,37 Chips
85963,31/12/2014,2014,9068,23831.5,32437.02,20081.92,37 Chips
85991,31/12/2014,2014,6688,16589.75418,19366.67412,10425.77085,32 Telcm
86021,31/12/2010,2010,7072,7978.48114,6658.86484,8199.09244,37 Chips
86021,31/12/2011,2011,7020,6658.86484,7206.80058,9280.8936,37 Chips
86021,31/12/2012,2012,5791,7206.80058,9470.4675,7210.49826,37 Chips
86021,31/12/2013,2013,6616,9470.4675,10744.63593,7716.25704,37 Chips
86021,31/12/2014,2014,5728,10744.63593,9368.14988,10412.514,37 Chips
86102,31/12/2010,2010,543.179,2693.33789,1579.842,2137.72762,48 Fin
86102,31/12/2011,2011,615.205,1579.842,2102.0993,2493.664,48 Fin
86102,31/12/2012,2012,594.831,2102.0993,3012.0768,2276.09265,48 Fin
86111,31/12/2010,2010,3501.444,20608.4912,23585.43025,17952.7685,48 Fin
86111,31/12/2011,2011,3287.22,23585.43025,30548.92631,20755.70023,48 Fin
86111,31/12/2012,2012,3573.101,30548.92631,31500.1648,27585.43735,48 Fin
86111,31/12/2013,2013,3534.165,31500.1648,39190.36755,28937.71062,48 Fin
86111,31/12/2014,2014,3952.96,39190.36755,41065.1115,35609.22508,48 Fin
86136,31/12/2010,2010,10638,12598.0864,13190.045,11582.34981,31 Util
86136,31/12/2011,2011,11441,13190.045,17156.98088,12661.8516,31 Util
86136,31/12/2012,2012,12428,17156.98088,21937.344,16599.46008,31 Util
86136,31/12/2013,2013,13854,21937.344,27418.83648,19914.85552,31 Util
86136,31/12/2014,2014,14366,27418.83648,23334.2221,25698.66117,31 Util
86158,31/12/2010,2010,3589.377,22275.83589,19492.74686,15058.14812,36 Softw
86158,31/12/2011,2011,3956.225,19492.74686,22288.81226,22266.61072,36 Softw
86158,31/12/2012,2012,4857.16,22288.81226,30684.18672,17955.12,36 Softw
86158,31/12/2013,2013,6156.961,30684.18672,32090.89868,18874.81008,36 Softw
86158,31/12/2014,2014,7991.942,32090.89868,36552.18,29729.9435,36 Softw
86228,31/12/2010,2010,7846.5,11473.61542,10203.5282,11351.86536,49 Other
86228,31/12/2011,2011,7681.3,10203.5282,10696.73899,11699.8625,49 Other
86228,31/12/2012,2012,7703.3,10696.73899,11955.1208,9796.31226,49 Other
86228,31/12/2013,2013,7903.5,11955.1208,14310.44475,12283.19146,49 Other
86228,31/12/2014,2014,7745.3,14310.44475,15274.99962,13530.79935,49 Other
86314,31/12/2010,2010,9716.42,7052.79132,6336.62109,5476.76484,46 Insur
86314,31/12/2011,2011,9523.358,6336.62109,7533.1613,6800.9417,46 Insur
86314,31/12/2012,2012,10651.875,7533.1613,9004.70224,6558.31528,46 Insur
86314,31/12/2013,2013,10083.963,9004.70224,8869.31598,8783.79496,46 Insur
86314,31/12/2014,2014,10099.998,8869.31598,11666.19762,8886.16227,46 Insur
86339,31/12/2012,2012,3004.576,21154.35344,24530.7601,17188.02526,48 Fin
86339,31/12/2013,2013,6005.73,24530.7601,26274.6246,21266.0103,48 Fin
86339,31/12/2014,2014,5778.614,26274.6246,28854.50295,24787.6167,48 Fin
86356,31/12/2010,2010,15302.179,36115.2693,39019.15071,25726.77081,36 Softw
86356,31/12/2011,2011,17929.879,39019.15071,65991.0238,41577.11978,36 Softw
86356,31/12/2012,2012,20865,65991.0238,70995.31,54108.88,36 Softw
86356,31/12/2013,2013,23647,70995.31,68690.88,66925.68,36 Softw
86356,31/12/2014,2014,19906,68690.88,32536.32,62124.46,36 Softw
86580,31/01/2011,2010,3227.591,8947.4,8463.65058,5842.162,37 Chips
86580,31/01/2012,2011,4279.012,8463.65058,7660.67326,9565.58928,37 Chips
86580,31/01/2013,2012,5020.653,7660.67326,9107.94672,8551.87128,37 Chips
86580,31/01/2014,2013,4614.351,9107.94672,10897.91685,8113.94064,37 Chips
86580,31/01/2015,2014,4650.289,10897.91685,17732.48,10344.68964,37 Chips
86725,31/12/2010,2010,4992.058,10114.9305,6947.45832,8644.90725,13 Drugs
86725,31/12/2011,2011,5009.791,6947.45832,8395.84817,9357.55177,13 Drugs
86725,31/12/2012,2012,4940.104,8395.84817,13100.3624,7888.32165,13 Drugs
86783,31/12/2010,2010,1869.814,19636.28381,23291.48979,8542.240496,36 Softw
86783,31/12/2011,2011,2698.645,23291.48979,30939.47019,25478.7556,36 Softw
86783,31/12/2012,2012,3996.789,30939.47019,60454.10024,33109.71,36 Softw
86783,31/12/2013,2013,7244.687,60454.10024,59214.52385,42567.71728,36 Softw
86783,31/12/2014,2014,9607.283,59214.52385,63252.81692,63086.523,36 Softw
86799,31/12/2010,2010,2944.477,11007.6853,8324.3674,7619.9696,30 Oil
86799,31/12/2011,2011,3610.885,8324.3674,7311.7701,10987.41024,30 Oil
86799,31/12/2012,2012,3953.792,7311.7701,8708.95368,6880.9608,30 Oil
86799,31/12/2013,2013,5248.932,8708.95368,7782.3858,6195.8459,30 Oil
86799,31/12/2014,2014,5655.05,7782.3858,1809.5266,10591.86156,30 Oil
86868,31/12/2010,2010,71856,85970.62288,44519.86459,67576.35203,48 Fin
86868,31/12/2011,2011,67279,44519.86459,59946.05664,68905.35115,48 Fin
86868,31/12/2012,2012,69516,59946.05664,80339.72253,47151.32922,48 Fin
86868,31/12/2013,2013,70967,80339.72253,84421.88118,69348.88125,48 Fin
86868,31/12/2014,2014,73597,84421.88118,76874.58328,74875.14944,48 Fin
86946,31/12/2010,2010,7028,19019.15624,24144.21504,15190.47824,5 Smoke
86946,31/12/2011,2011,6762,24144.21504,23157.21564,21596.0004,5 Smoke
