lpermno,datadate,fyear,BE,MKTV.end.of.current.fiscal.year,MKTV.end.of.subsequent.fiscal.year,MKTV.june.of.current.fiscal.year,FF.49
32707,30/09/2011,2011,4245.327,6253.04056,5921.82528,7072.8564,30 Oil
32707,30/09/2012,2012,5044.038,5921.82528,9008.58344,4670.44768,30 Oil
32707,30/09/2013,2013,5666.708,9008.58344,7298.61952,6645.5543,30 Oil
32707,30/09/2014,2014,6106.236,7298.61952,5771.99385,12556.48373,30 Oil
32870,31/10/2010,2010,2400.657,6823.93624,7733.64373,5393.5552,2 Food
32870,31/10/2011,2011,2656.582,7733.64373,8227.33052,7965.44067,2 Food
32870,31/10/2012,2012,2819.455,8227.33052,11909.92873,8011.35036,2 Food
32870,31/10/2013,2013,3311.04,11909.92873,13735.5398,10217.56578,2 Food
32870,31/10/2014,2014,3629.68,13735.5398,20895.22932,13028.2026,2 Food
34032,31/12/2010,2010,1781,4538.61,3749.744,3859.612,17 BldMt
34032,31/12/2011,2011,777,3749.744,5949.286,4307.943,17 BldMt
34032,31/12/2012,2012,643,5949.286,8128.59399,4952.977,17 BldMt
34032,31/12/2013,2013,932,8128.59399,8977.752,6955.33783,17 BldMt
34032,31/12/2014,2014,1030,8977.752,9522.1576,7915.3212,17 BldMt
34746,31/12/2010,2010,10397,11689.28764,11699.90688,9786.7728,45 Banks
34746,31/12/2011,2011,12803,11699.90688,13408.7104,11727.6795,45 Banks
34746,31/12/2012,2012,13318,13408.7104,17987.08518,12313.4342,45 Banks
34746,31/12/2013,2013,13555,17987.08518,16789.95763,15369.1057,45 Banks
34746,31/12/2014,2014,14295,16789.95763,15780.108,18029.84015,45 Banks
34817,31/12/2010,2010,7568.27,13835.24478,12531.97728,12062.985,19 Steel
34817,31/12/2011,2011,8008.285,12531.97728,13709.25608,13028.07564,19 Steel
34817,31/12/2012,2012,8207.671,13709.25608,16986.10318,12016.2708,19 Steel
34817,31/12/2013,2013,8321.969,16986.10318,15646.95,13766.35956,19 Steel
34817,31/12/2014,2014,8551.77,15646.95,12880.4845,15684.40125,19 Steel
34833,31/12/2010,2010,35929,79714.6866,76064.6293,62658.9155,30 Oil
34833,31/12/2011,2011,42466,76064.6293,62068.19624,84571.515,30 Oil
34833,31/12/2012,2012,46055,62068.19624,76656.306,69565.21659,30 Oil
34833,31/12/2013,2013,50323,76656.306,62507.25108,71887.61412,30 Oil
34833,31/12/2014,2014,37974,62507.25108,51636.19096,80627.56482,30 Oil
35044,31/12/2010,2010,13354,8792.588,5413.1711,7846.45918,45 Banks
35044,31/12/2011,2011,13080,5413.1711,10074.71139,7790.1016,45 Banks
35044,31/12/2012,2012,15017,10074.71139,13623.99917,9533.89575,45 Banks
35044,31/12/2013,2013,15318,13623.99917,14535.576,13469.49234,45 Banks
35044,31/12/2014,2014,16105,14535.576,12532.5024,14645.05434,45 Banks
35051,31/07/2010,2010,1190.214,5725.10176,6595.73865,4009.77605,21 Mach
35051,31/07/2011,2011,1500.632,6595.73865,6694.34366,6540.61737,21 Mach
35051,31/07/2012,2012,1518.915,6694.34366,9455.9265,6369.03162,21 Mach
35051,31/07/2013,2013,1846.48,9455.9265,10782.30614,7411.79439,21 Mach
35554,31/12/2010,2010,7617.038,10391.8549,9590.28884,10097.6667,45 Banks
35554,31/12/2011,2011,8406.624,9590.28884,12613.71159,11036.8455,45 Banks
35554,31/12/2012,2012,9330.093,12613.71159,15161.26018,10449.97663,45 Banks
35554,31/12/2013,2013,10424.032,15161.26018,16595.90944,14416.75575,45 Banks
35554,31/12/2014,2014,11104.396,16595.90944,16152.0822,16311.21045,45 Banks
36397,31/12/2010,2010,2382.84,3073.0486,2108.952,2617.32115,45 Banks
36397,31/12/2011,2011,2389.472,2108.952,2449.09794,2512.2159,45 Banks
36397,31/12/2012,2012,2214.041,2449.09794,2753.2212,2185.56955,45 Banks
36468,31/12/2010,2010,1392.687,9039.55625,9262.74447,7592.56465,14 Chems
36468,31/12/2011,2011,1356.646,9262.74447,15859.91977,8929.13568,14 Chems
36468,31/12/2012,2012,1690.718,15859.91977,18594.6055,13668.71198,14 Chems
36468,31/12/2013,2013,1734.129,18594.6055,25251.31488,18218.94003,14 Chems
36468,31/12/2014,2014,996.47,25251.31488,24169.02053,20618.99532,14 Chems
37161,31/12/2010,2010,2180.1,3822.4076,4129.78038,3223.74426,31 Util
37161,31/12/2011,2011,2427.4,4129.78038,3629.94784,4060.15993,31 Util
37161,31/12/2012,2012,2579.4,3629.94784,3746.28648,3897.348,31 Util
37161,31/12/2013,2013,2787.1,3746.28648,4808.83908,3740.25177,31 Util
37161,31/12/2014,2014,3102.9,4808.83908,6268.90615,4025.05488,31 Util
37284,31/12/2010,2010,3831,2654.1864,3256.52416,1648.18911,30 Oil
37284,31/12/2011,2011,4483,3256.52416,6186.16175,3293.7707,30 Oil
37284,31/12/2012,2012,5101,6186.16175,7770.7305,3502.73664,30 Oil
37284,31/12/2013,2013,5320,7770.7305,9386.31575,7105.8408,30 Oil
37284,31/12/2014,2014,5552,9386.31575,12685.4943,7587.43908,30 Oil
37584,30/09/2010,2010,7964.804,24910.26153,21184.78422,19594.34841,48 Fin
37584,30/09/2011,2011,8799.166,21184.78422,26685.3558,29129.57266,48 Fin
37584,30/09/2012,2012,9477.6,26685.3558,36418.16228,23883.38315,48 Fin
37584,30/09/2013,2013,10345.6,36418.16228,34460.73764,28919.07618,48 Fin
37584,30/09/2014,2014,11843.4,34460.73764,22146.82498,36305.5896,48 Fin
38156,31/12/2010,2010,10736,14455.638,19462.35122,10680.51044,31 Util
38156,31/12/2011,2011,3453,19462.35122,22068.92084,17791.4165,31 Util
38156,31/12/2012,2012,7593,22068.92084,26359.81796,18031.29064,31 Util
38156,31/12/2013,2013,8393,26359.81796,33590.98722,22167.04171,31 Util
38156,31/12/2014,2014,13489,33590.98722,19268.9605,43019.46019,31 Util
38682,31/12/2010,2010,2398.8,3609.302,2575.755,3382.042,34 BusSv
38682,31/12/2011,2011,1063.3,2575.755,1621.796,3682.758,34 BusSv
38703,31/12/2010,2010,117719,162658.9484,145338.3766,133379.8912,45 Banks
38703,31/12/2011,2011,128810,145338.3766,179932.8511,148412.1179,45 Banks
38703,31/12/2012,2012,144671,179932.8511,239148.9946,177697.4514,45 Banks
38703,31/12/2013,2013,153875,239148.9946,284385.5477,218581.8915,45 Banks
38703,31/12/2014,2014,165181,284385.5477,277660.7147,276837.1992,45 Banks
38762,31/12/2010,2010,7166.6,4903.75172,6693.25291,4018.327,31 Util
38762,31/12/2011,2011,7568.2,6693.25291,7709.80195,5661.495,31 Util
38762,31/12/2012,2012,8532.4,7709.80195,10301.1396,7031.277,31 Util
38762,31/12/2013,2013,9185.3,10301.1396,13391.994,8936.73968,31 Util
38762,31/12/2014,2014,9854.2,13391.994,6217.27121,12387.26118,31 Util
39087,31/12/2010,2010,21348,12487.15035,7010.21412,12491.1672,32 Telcm
39087,31/12/2011,2011,18413,7010.21412,17036.16138,16125.24144,32 Telcm
39490,31/12/2010,2010,27361,43470.18493,34788.06422,28394.59292,30 Oil
39490,31/12/2011,2011,34925,34788.06422,30715.794,47313.52533,30 Oil
39490,31/12/2012,2012,38090,30715.794,34310.34184,34350.31237,30 Oil
39490,31/12/2013,2013,41760,34310.34184,23594.12694,32849.28848,30 Oil
39490,31/12/2014,2014,35436,23594.12694,16810.28258,38809.6371,30 Oil
39538,31/12/2010,2010,2670.897,8877.613,9355.12,7619.716,6 Toys
39538,31/12/2011,2011,2651.845,9355.12,12535.026,9464.807,6 Toys
39538,31/12/2012,2012,3189.184,12535.026,16143.894,11058.796,6 Toys
39538,31/12/2013,2013,3366.75,16143.894,10462.5045,15641.012,6 Toys
39538,31/12/2014,2014,3074.453,10462.5045,9229.649,13160.169,6 Toys
39642,30/09/2010,2010,5456.138,19122.90356,15960.49088,15777.84222,12 MedEq
39642,30/09/2011,2011,4886.728,15960.49088,15313.5115,18849.85984,12 MedEq
39642,30/09/2012,2012,4208.219,15313.5115,21432.51873,15151.825,12 MedEq
39642,30/09/2013,2013,5246,21432.51873,26911.03912,19197.82633,12 MedEq
39642,30/09/2014,2014,5183,26911.03912,32692.65894,22856.0332,12 MedEq
39917,31/12/2010,2010,4978,10145.38206,10014.86805,7441.28,17 BldMt
39917,31/12/2011,2011,4356,10014.86805,15065.42024,11773.42438,17 BldMt
39917,31/12/2012,2012,4070,15065.42024,18397.60692,12017.42672,17 BldMt
39917,31/12/2013,2013,6332,18397.60692,18819.42396,16429.3283,17 BldMt
39917,31/12/2014,2014,4820,18819.42396,15304.16042,19366.35267,17 BldMt
40125,31/03/2011,2010,7709,7662.4064,3674.9457,6982.618,36 Softw
40125,31/03/2012,2011,2878,3674.9457,6222.52845,5882.05384,36 Softw
40125,31/03/2013,2012,3366,6222.52845,8226.15068,3854.57082,36 Softw
40125,31/03/2014,2013,4219,8226.15068,8857.95755,6575.52333,36 Softw
40125,31/03/2015,2014,3092,8857.95755,4535.46112,9201.3512,36 Softw
40272,31/12/2010,2010,999.422,4444.47609,4240.67316,3373.62018,14 Chems
40272,31/12/2011,2011,1104.412,4240.67316,5427.40164,5163.9324,14 Chems
40272,31/12/2012,2012,1248.808,5427.40164,7008.48774,4442.4168,14 Chems
40272,31/12/2013,2013,1463.072,7008.48774,8207.32192,6125.01388,14 Chems
40272,31/12/2014,2014,1518.561,8207.32192,9601.11,8476.9212,14 Chems
40416,31/12/2010,2010,1686.5,12471.9708,7525.63925,11352.6795,9 Hshld
40416,31/12/2011,2011,1594.9,7525.63925,6205.84632,12045.264,9 Hshld
40416,31/12/2012,2012,1244.3,6205.84632,7469.50218,6999.49421,9 Hshld
40416,31/12/2013,2013,1143.1,7469.50218,4081.41984,9108.19815,9 Hshld
40416,31/12/2014,2014,322.5,4081.41984,1763.60895,6347.27067,9 Hshld
40539,31/01/2011,2010,3341.804,17569.65078,24344.387,17114.71905,43 Rtail
40539,31/01/2012,2011,3571.791,24344.387,30956.78985,20282.20071,43 Rtail
40539,31/01/2013,2012,4015.423,30956.78985,45324.71227,31809.06936,43 Rtail
40539,31/01/2014,2013,4675.964,45324.71227,47244.762,36031.83638,43 Rtail
40539,31/01/2015,2014,4686.746,47244.762,47476.30139,37221.5828,43 Rtail
41080,31/12/2010,2010,4670,21761.0781,16974.83304,13063.71027,21 Mach
41080,31/12/2011,2011,5510,16974.83304,20593.6511,20309.18807,21 Mach
41080,31/12/2012,2012,6616,20593.6511,26412.70308,18624.84217,21 Mach
41080,31/12/2013,2013,7626,26412.70308,26338.70564,20579.09194,21 Mach
41080,31/12/2014,2014,7879,26338.70564,15632.42421,28371.92339,21 Mach
41355,30/06/2010,2010,4503.286,13922.9516,11519.85,8931.05656,17 BldMt
41355,30/06/2011,2011,5543.889,11519.85,12689.33586,14553.5845,17 BldMt
41355,30/06/2012,2012,4984.606,12689.33586,19197.71904,11612.80088,17 BldMt
41355,30/06/2013,2013,5841.346,19197.71904,19167.77275,14238.5454,17 BldMt
41355,30/06/2014,2014,6754.247,19167.77275,13187.3404,18725.72328,17 BldMt
42200,31/12/2010,2010,1980.418,3047.9219,2261.68,2435.15337,38 LabEq
42200,31/12/2011,2011,1907.616,2261.68,3643.1172,3034.42542,38 LabEq
42200,31/12/2012,2012,1972.212,3643.1172,4633.96339,2938.2588,38 LabEq
42200,31/12/2013,2013,2039.787,4633.96339,4939.87199,3637.985,38 LabEq
42200,31/12/2014,2014,2072.402,4939.87199,5996.30438,5303.2248,38 LabEq
42534,30/09/2010,2010,10183,25856.625,21268.80384,18075.52961,21 Mach
42534,30/09/2011,2011,11098,21268.80384,20975.88774,28264.18534,21 Mach
42534,30/09/2012,2012,11650,20975.88774,34738.1028,18848.36971,21 Mach
42534,30/09/2013,2013,12372,34738.1028,32271.39728,24515.97105,21 Mach
42534,30/09/2014,2014,11738,32271.39728,25585.88692,33161.40894,21 Mach
42585,30/04/2011,2010,6335.186,7816.0264,8861.89839,7194.60384,2 Food
42585,30/04/2012,2011,6156.078,8861.89839,9353.93536,8743.05432,2 Food
42585,30/04/2013,2012,6136,9353.93536,10894.39956,8340.20224,2 Food
42585,30/04/2014,2013,6050.3,10894.39956,10281.48066,10931.94015,2 Food
42585,30/04/2015,2014,9560.2,10281.48066,14760.7145,10853.51508,2 Food
42796,30/06/2010,2010,802.585,1264.4478,1181.7341,1129.3964,8 Books
42906,31/12/2010,2010,4618.035,5931.13893,4745.59443,3970.09142,45 Banks
42906,31/12/2011,2011,5031.808,4745.59443,5385.57507,5663.39888,45 Banks
42906,31/12/2012,2012,5403.919,5385.57507,8018.79295,5493.7664,45 Banks
42906,31/12/2013,2013,5713.031,8018.79295,8536.5066,6529.54225,45 Banks
42906,31/12/2014,2014,5941.878,8536.5066,8791.91474,7794.19908,45 Banks
43123,31/12/2010,2010,2109.4,5440.30656,5084.008,4354.57098,19 Steel
43123,31/12/2011,2011,2485.1,5084.008,3258.11376,6735.81722,19 Steel
43123,31/12/2012,2012,2479.6,3258.11376,3847.39866,3415.70601,19 Steel
43123,31/12/2013,2013,3100.8,3847.39866,3779.60331,2840.29605,19 Steel
43123,31/12/2014,2014,2679.3,3779.60331,1228.59,4896.6423,19 Steel
43350,31/12/2010,2010,7918.1,11095.20414,11417.7752,8103.1554,21 Mach
43350,31/12/2011,2011,7908.6,11417.7752,12436.72404,12112.54165,21 Mach
43350,31/12/2012,2012,7614,12436.72404,14274.30307,10998.60912,21 Mach
43350,31/12/2013,2013,7713.6,14274.30307,15051.12416,12516.1068,21 Mach
43350,31/12/2014,2014,7421.8,15051.12416,15980.25598,13705.27702,21 Mach
43449,31/12/2010,2010,15966.6,81097.47732,102659.4619,70862.74839,44 Meals
43449,31/12/2011,2011,15734.3,102659.4619,88560.81117,87488.49264,44 Meals
43449,31/12/2012,2012,16824.7,88560.81117,96547.7609,89968.16985,44 Meals
43449,31/12/2013,2013,17657.4,96547.7609,91189.2148,99252.351,44 Meals
43449,31/12/2014,2014,14477.9,91189.2148,108479.6922,99573.12858,44 Meals
43553,31/12/2010,2010,3869.155,9347.42752,14014.99737,7837.34508,10 Clths
43553,31/12/2011,2011,4941.843,14014.99737,16630.40229,11876.24688,10 Clths
43553,31/12/2012,2012,5492.429,16630.40229,27448.55136,14621.5827,10 Clths
43553,31/12/2013,2013,6529.544,27448.55136,32347.2128,21144.70344,10 Clths
43553,31/12/2014,2014,5979.276,32347.2128,26537.73525,27110.223,10 Clths
43772,31/12/2010,2010,2037.912,3533.58338,3097.60832,2944.728,39 Paper
43772,31/12/2011,2011,1757.688,3097.60832,3456.0834,3558.18252,39 Paper
43772,31/12/2012,2012,1839.2,3456.0834,4216.46336,3230.93462,39 Paper
43772,31/12/2013,2013,1954.6,4216.46336,4515.62001,4027.19288,39 Paper
44206,31/12/2010,2010,5505.036,5621.01784,6385.54424,4484.37808,31 Util
44206,31/12/2011,2011,5880.986,6385.54424,12268.89244,6217.24709,31 Util
44206,31/12/2012,2012,12700.397,12268.89244,13356.83466,12170.97124,31 Util
44206,31/12/2013,2013,13640.554,13356.83466,16955.08248,13220.37442,31 Util
44206,31/12/2014,2014,14444.288,16955.08248,16198.94437,14936.61095,31 Util
44601,31/12/2010,2010,1645.7,4632.71578,3045.72996,3548.46933,39 Paper
44601,31/12/2011,2011,1658.5,3045.72996,3477.78756,4128.58125,39 Paper
44601,31/12/2012,2012,1580.9,3477.78756,4849.15704,2833.49026,39 Paper
44601,31/12/2013,2013,1492.2,4849.15704,4726.31988,4258.21184,39 Paper
44601,31/12/2014,2014,1066.5,4726.31988,5708.45132,4879.25625,39 Paper
44644,30/06/2010,2010,5785.3,22871.576,26416.291,19807.92,34 BusSv
44644,30/06/2011,2011,6383.9,26416.291,27593.971,25855.344,34 BusSv
44644,30/06/2012,2012,6505.3,27593.971,38896.6386,26950.572,34 BusSv
44644,30/06/2013,2013,6424.3,38896.6386,39775.827,33231.836,34 BusSv
44644,30/06/2014,2014,6959,39775.827,38861.064,38070.256,34 BusSv
44951,28/02/2011,2010,1340,2043.16821,1723.29948,2300.82252,42 Whlsl
44951,29/02/2012,2011,21,1723.29948,527.37958,1996.36914,42 Whlsl
45241,31/03/2011,2010,5498.88,9134.06364,8084.04978,7900.58061,13 Drugs
45241,31/03/2012,2011,5966.81,8084.04978,9395.79108,11257.65242,13 Drugs
45241,31/03/2013,2012,6028.5,9395.79108,16172.56224,9297.71775,13 Drugs
45277,30/09/2010,2010,1234.3,5275.158,5118.72,4680.17,7 Fun
45277,30/09/2011,2011,1443.1,5118.72,3770.637,5272.242,7 Fun
45277,30/09/2012,2012,1200.9,3770.637,4520.024,4649.4,7 Fun
45277,30/09/2013,2013,1254.4,4520.024,4267.65,4351.284,7 Fun
45356,30/09/2010,2010,14689,20282.51792,21579.0858,16749.0466,37 Chips
45356,30/09/2011,2011,14788,21579.0858,13622.22225,23179.80306,37 Chips
45356,30/09/2012,2012,5205,13622.22225,19096.03512,24462.2567,37 Chips
45356,30/09/2013,2013,5334,19096.03512,18353.91876,15288.8,37 Chips
45356,30/09/2014,2014,4647,18353.91876,13481.68884,21034.1856,37 Chips
45495,31/12/2010,2010,4303.337,4406.27038,3790.6434,2510.50644,30 Oil
45495,31/12/2011,2011,4802.43,3790.6434,3883.54638,4946.64498,30 Oil
45495,31/12/2012,2012,5005.596,3883.54638,4392.98496,4014.90105,30 Oil
45495,31/12/2013,2013,5323.416,4392.98496,2904.24948,4231.45993,30 Oil
45751,31/12/2010,2010,6368,14857.95034,17010.54816,12195.42335,46 Insur
45751,31/12/2011,2011,5904,17010.54816,18765.01989,17084.38488,46 Insur
45751,31/12/2012,2012,6576,18765.01989,26538.80736,17584.97807,46 Insur
45751,31/12/2013,2013,8067,26538.80736,30961.05876,21973.80432,46 Insur
45751,31/12/2014,2014,7253,30961.05876,28925.3816,28480.32382,46 Insur
46578,30/06/2010,2010,107,8823.95304,8779.5968,8754.67656,9 Hshld
46578,30/06/2011,2011,54,8779.5968,9552.94018,8992.1124,9 Hshld
46578,30/06/2012,2012,-16,9552.94018,11970.2142,9424.72728,9 Hshld
46578,30/06/2013,2013,265,11970.2142,13484.98242,10946.46182,9 Hshld
46578,30/06/2014,2014,257,13484.98242,16372.61153,11752.8518,9 Hshld
46674,31/12/2010,2010,2793.819,8087.8469,9525.9636,6264.3444,42 Whlsl
46674,31/12/2011,2011,2783.235,9525.9636,9863.22898,8558.2624,42 Whlsl
46674,31/12/2012,2012,2997.887,9863.22898,12840.95883,9393.5775,42 Whlsl
46674,31/12/2013,2013,3432.39,12840.95883,16289.97049,12098.19562,42 Whlsl
46674,31/12/2014,2014,3373.727,16289.97049,12949.03407,13486.4312,42 Whlsl
46703,31/12/2010,2010,6303,11900.25845,10431.07618,8872.6034,48 Fin
46703,31/12/2011,2011,6677,10431.07618,11356.8325,11746.40085,48 Fin
46703,31/12/2012,2012,6825,11356.8325,14702.14152,11365.02472,48 Fin
46703,31/12/2013,2013,7228,14702.14152,18001.47263,12573.58214,48 Fin
46703,31/12/2014,2014,7336,18001.47263,11529.71274,16660.20538,48 Fin
46877,31/12/2010,2010,1646.5,8525.70831,7334.361,7372.87041,12 MedEq
46877,31/12/2011,2011,1798.7,7334.361,8045.17488,9410.0583,12 MedEq
46877,31/12/2012,2012,1951.7,8045.17488,10432.5866,9095.3332,12 MedEq
46877,31/12/2013,2013,2250.1,10432.5866,12479.67138,8746.78376,12 MedEq
46877,31/12/2014,2014,1950.8,12479.67138,13996.96384,10905.51281,12 MedEq
46886,30/06/2010,2010,2246.611,6461.41944,8044.86725,4685.03884,38 LabEq
46886,30/06/2011,2011,2860.893,8044.86725,7935.0852,6764.93664,38 LabEq
46886,30/06/2012,2012,3315.595,7935.0852,10737.55342,8210.4675,38 LabEq
46886,30/06/2013,2013,3482.152,10737.55342,11438.6028,9219.69255,38 LabEq
46886,30/06/2014,2014,3669.346,11438.6028,10795.36775,12018.14272,38 LabEq
47896,31/12/2010,2010,168306,165827.458,126342.2195,145659.9873,45 Banks
47896,31/12/2011,2011,175773,126342.2195,167144.2247,162682.6639,45 Banks
47896,31/12/2012,2012,195011,167144.2247,219837.3727,136012.1762,45 Banks
47896,31/12/2013,2013,200020,219837.3727,233935.8676,199529.096,45 Banks
47896,31/12/2014,2014,212002,233935.8676,243065.0139,218075.1631,45 Banks
47941,31/12/2010,2010,2163.754,3605.42352,3185.91056,3205.79512,32 Telcm
47941,31/12/2011,2011,2327.891,3185.91056,4138.46387,3442.98624,32 Telcm
47941,31/12/2012,2012,2350.614,4138.46387,6741.10452,3460.90188,32 Telcm
47941,31/12/2013,2013,3281.002,6741.10452,7210.78383,5598.55156,32 Telcm
47941,31/12/2014,2014,3905.286,7210.78383,5657.60536,7100.85752,32 Telcm
48267,31/12/2010,2010,1317.502,3693.09856,3342.51365,3006.629,37 Chips
48267,31/12/2011,2011,1058.94,3342.51365,3894.82058,4312.228,37 Chips
48267,31/12/2012,2012,1159.624,3894.82058,6095.833315,3548.50405,37 Chips
48486,30/06/2012,2012,5131.781,5992.01598,8830.10205,7044.39744,21 Mach
48486,30/06/2013,2013,4488.872,8830.10205,12638.38596,7221.78882,21 Mach
48486,30/06/2014,2014,5029.735,12638.38596,12593.47056,10971.613,21 Mach
48506,31/12/2010,2010,-272.7,6215.668,7476.96,4721.04,34 BusSv
48506,31/12/2011,2011,-119.4,7476.96,11216.328,8736.13,34 BusSv
48506,31/12/2012,2012,443.3,11216.328,16878.897,8212.785,34 BusSv
48506,31/12/2013,2013,396.1,16878.897,19985.966,13581.297,34 BusSv
48506,31/12/2014,2014,-92.1,19985.966,19837.218,18732.942,34 BusSv
48653,31/12/2010,2010,6924.056,9213.78206,14324.58544,7772.89699,46 Insur
48653,31/12/2011,2011,8063,14324.58544,10858.91312,13562.45276,46 Insur
48653,31/12/2012,2012,8847,10858.91312,16093.33986,12636.58176,46 Insur
48653,31/12/2013,2013,9316,16093.33986,22023.50605,13290.01876,46 Insur
48653,31/12/2014,2014,9646,22023.50605,26459.46476,19769.01248,46 Insur
48725,31/12/2010,2010,29320,45695.18634,51177.17738,35165.45655,41 Trans
48725,31/12/2011,2011,30946,51177.17738,59138.31084,51224.5908,41 Trans
48725,31/12/2012,2012,32985,59138.31084,77375.592,57119.30457,41 Trans
48725,31/12/2013,2013,35388,77375.592,105918.3639,72014.66412,41 Trans
48725,31/12/2014,2014,35869,105918.3639,66792.2622,90421.1805,41 Trans
49015,31/12/2010,2010,14132,8809.12341,5858.3343,7646.51629,46 Insur
49015,31/12/2011,2011,16596,5858.3343,7122.9144,8930.70332,46 Insur
49015,31/12/2012,2012,17955,7122.9144,13542.35214,6242.02605,46 Insur
49015,31/12/2013,2013,15418,13542.35214,14982.0893,9790.80914,46 Insur
49015,31/12/2014,2014,18764,14982.0893,12437.89246,13567.09424,46 Insur
49154,31/01/2011,2010,16421,42576.97066,34399.19834,36212.27907,43 Rtail
49154,31/01/2012,2011,17012,34399.19834,38507.48098,32327.79195,43 Rtail
49154,31/01/2013,2012,17869,38507.48098,39992.20776,38475.57714,43 Rtail
49154,31/01/2014,2013,17664,39992.20776,48351.93724,44187.66858,43 Rtail
49154,31/01/2015,2014,15318,48351.93724,44731.53572,36723.1468,43 Rtail
49373,30/04/2011,2010,1449.574,3633.8601,4783.057,5072.67114,33 PerSv
49373,30/04/2012,2011,1325.892,4783.057,5037.91101,4898.35936,33 PerSv
49373,30/04/2013,2012,1263.547,5037.91101,7958.29584,4385.05582,33 PerSv
49373,30/04/2014,2013,1556.549,7958.29584,9267.65824,7567.45275,33 PerSv
49373,30/04/2015,2014,1832.949,9267.65824,7859.4945,9192.75944,33 PerSv
49656,31/12/2010,2010,32354,37461.7108,24143.50312,29947.51329,45 Banks
49656,31/12/2011,2011,33417,24143.50312,30033.1999,31812.96888,45 Banks
49656,31/12/2012,2012,35363,30033.1999,40129.35868,26180.1162,45 Banks
49656,31/12/2013,2013,35959,40129.35868,45670.0547,32556.14835,45 Banks
49656,31/12/2014,2014,35879,45670.0547,45051.52266,42741.18004,45 Banks
49680,31/12/2010,2010,13711.01,30847.01018,32285.76288,24101.79328,38 LabEq
49680,31/12/2011,2011,16904.783,32285.76288,38721.2592,36190.36834,38 LabEq
49680,31/12/2012,2012,19016.5,38721.2592,53823.84,36078.62832,38 LabEq
49680,31/12/2013,2013,22385.3,53823.84,60227.73132,43848.3531,38 LabEq
49680,31/12/2014,2014,23378.1,60227.73132,63649.2708,55074.15436,38 LabEq
50017,31/12/2010,2010,2895.802,7200.03856,9988.19664,6400.75315,30 Oil
50017,31/12/2011,2011,3102.91,9988.19664,10217.98007,8915.52,30 Oil
50017,31/12/2012,2012,3055.694,10217.98007,13778.10882,10034.32408,30 Oil
50017,31/12/2013,2013,3186.432,13778.10882,9017.06845,12608.80436,30 Oil
50017,31/12/2014,2014,4454.923,9017.06845,4168.1957,14664.72615,30 Oil
50876,31/12/2010,2010,12420.3,40406.13072,48116.58872,38630.2235,13 Drugs
50876,31/12/2011,2011,13541.7,48116.58872,57233.54196,43447.20498,13 Drugs
50876,31/12/2012,2012,14765.2,57233.54196,57459.15,49793.40765,13 Drugs
50876,31/12/2013,2013,17631.4,57459.15,76815.5357,55489.83248,13 Drugs
50876,31/12/2014,2014,15373.2,76815.5357,93366.56802,69596.26867,13 Drugs
51369,31/12/2010,2010,1132.037,2546.856,2508.68328,1757.34,38 LabEq
51369,31/12/2011,2011,1521.109,2508.68328,3172.82028,2744.4972,38 LabEq
51369,31/12/2012,2012,1828.556,3172.82028,3376.18582,2624.59426,38 LabEq
52038,30/06/2010,2010,4099.038,17201.499,17301.85499,16901.64059,42 Whlsl
52038,30/06/2011,2011,4909.465,17301.85499,18609.84298,18192.87522,42 Whlsl
52038,30/06/2012,2012,4800.206,18609.84298,21035.7949,17461.65465,42 Whlsl
52038,30/06/2013,2013,5458.032,21035.7949,23333.11596,20273.48176,42 Whlsl
52038,30/06/2014,2014,5388.275,23333.11596,23145.115,21892.10905,42 Whlsl
52090,30/11/2010,2010,1502.2,5617.75302,6061.7445,4558.92008,2 Food
52090,30/11/2011,2011,1673.2,6061.7445,7630.96948,5947.65645,2 Food
52090,30/11/2012,2012,1739.7,7630.96948,8260.47552,7284.00435,2 Food
52090,30/11/2013,2013,2071.8,8260.47552,8701.273,8421.17732,2 Food
52090,30/11/2014,2014,1900.4,8701.273,9949.68684,8421.41806,2 Food
52230,31/12/2010,2010,834.371,4502.943,4068.6416,3533.1594,34 BusSv
52230,31/12/2011,2011,814.882,4068.6416,4478.31498,3968.84193,34 BusSv
52230,31/12/2012,2012,856.255,4478.31498,5819.68803,4084.88146,34 BusSv
52230,31/12/2013,2013,930.244,5819.68803,7937.22804,4637.04712,34 BusSv
52230,31/12/2014,2014,1006.665,7937.22804,6254.81804,6563.5339,34 BusSv
52329,30/09/2010,2010,2941.533,5783.9775,5202.31542,4555.69236,18 Cnstr
52329,30/09/2011,2011,3450.592,5202.31542,5538.95298,5484.57575,18 Cnstr
52329,30/09/2012,2012,3867.91,5538.95298,8299.68838,4885.00008,18 Cnstr
52329,30/09/2013,2013,4355.355,8299.68838,5834.86047,7210.89374,18 Cnstr
52329,30/09/2014,2014,4664.353,5834.86047,5162.82845,7047.02592,18 Cnstr
52337,31/12/2010,2010,1432,3248.22246,2228.21037,2101.41498,11 Hlth
52337,31/12/2011,2011,1089,2228.21037,3457.24325,3054.81072,11 Hlth
52337,31/12/2012,2012,1143,3457.24325,4179.44124,2168.38012,11 Hlth
52337,31/12/2013,2013,755,4179.44124,4979.8476,4771.3961,11 Hlth
52337,31/12/2014,2014,651,4979.8476,3019.9707,4583.83182,11 Hlth
52476,31/12/2010,2010,1935.6,4393.1112,4690.67794,3552.73272,34 BusSv
